ID;tombe;site;province;zone_geo;amphore;monnaie;lampe;armement;parure;strigile;instrument.de.toilette;miroir;vaisselle.métallique;vaisselle.en.verre;matériaux.précieux;char;lit.funéraire;instrument.écriture;quantité.objet;tombe_multiple;sexe.defunt;classe.age.defunt;date_debut;date_fin;intervalle_personnalise;groupe_cah;x;y
299;WED_grab 1551;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;non;féminin;adulte;-20;100;-75-1;10;49.86499;7.16444
300;WED_grab 1554;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
301;WED_grab 1559;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
302;WED_grab 1561;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
303;WED_grab 1562;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
304;WED_grab 1564;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;bébé;-20;100;-75-1;10;49.86499;7.16444
305;WED_grab 1565;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;1;6;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
306;WED_grab 1566;WED;Germanie;Gaule du nord;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
307;WED_grab 1567;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
308;WED_grab 1569;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;1;0;0;0;0;4;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
309;WED_grab 157;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
310;WED_grab 1571;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
311;WED_grab 1573;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
312;WED_grab 1575;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;bébé;-20;100;-75-1;10;49.86499;7.16444
313;WED_grab 1577;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
314;WED_grab 1579;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
315;WED_grab 158;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
316;WED_grab 1582;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;5;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
317;WED_grab 1583;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
318;WED_grab 1585;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
319;WED_grab 1586;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte;-20;100;-75-1;10;49.86499;7.16444
320;WED_grab 1587;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;6;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
321;WED_grab 1592;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;féminin;adulte;-20;100;-75-1;10;49.86499;7.16444
322;WED_grab 16;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
323;WED_grab 160;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
324;WED_grab 1600;WED;Germanie;Gaule du nord;0;1;0;0;1;0;1;0;0;0;0;0;0;0;8;oui;mixte;adulte;-20;100;-75-1;10;49.86499;7.16444
325;WED_grab 1605;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
326;WED_grab 161;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
327;WED_grab 1611;WED;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;0;0;0;0;0;29;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
328;WED_grab 1616;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
329;WED_grab 162;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
330;WED_grab 1625;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;oui;mixte;mixte (indéterminé);-20;100;-75-1;10;49.86499;7.16444
331;WED_grab 163;WED;Germanie;Gaule du nord;0;0;0;1;1;0;0;0;0;0;0;0;0;0;4;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
332;WED_grab 1630;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
333;WED_grab 1632;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
334;WED_grab 1639;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;1;0;0;0;0;0;0;4;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
335;WED_grab 1641;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
336;WED_grab 166;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
337;WED_grab 167;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
338;WED_grab 169;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
339;WED_grab 1713;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;masculin;adulte;-20;100;-75-1;10;49.86499;7.16444
340;WED_grab 1717;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
341;WED_grab 1718;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
342;WED_grab 1719;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
343;WED_grab 172;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
344;WED_grab 1727;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;1;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
345;WED_grab 1730;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
346;WED_grab 1732;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
347;WED_grab 1735;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
348;WED_grab 1736;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
349;WED_grab 1742;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
350;WED_grab 1744;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
351;WED_grab 1745;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
352;WED_grab 1746;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
353;WED_grab 175;WED;Germanie;Gaule du nord;0;0;0;1;1;0;0;0;0;0;0;0;0;0;5;non;masculin;adulte;-20;100;-75-1;10;49.86499;7.16444
354;WED_grab 1750;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
355;WED_grab 1751;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
356;WED_grab 1757;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
357;WED_grab 1765;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
358;WED_grab 1766;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
359;WED_grab 1768;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;1;0;0;0;0;7;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
360;WED_grab 1770;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
361;WED_grab 1771;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
362;WED_grab 1774;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;10;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
363;WED_grab 178;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte;-20;100;-75-1;10;49.86499;7.16444
364;WED_grab 1786;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;bébé;-20;100;-75-1;10;49.86499;7.16444
