"ID";"tombe";"site";"province";"zone_geo";"amphore";"monnaie";"lampe";"armement";"parure";"strigile";"instrument.de.toilette";"miroir";"vaisselle.métallique";"vaisselle.en.verre";"matériaux.précieux";"char";"lit.funéraire";"instrument.écriture";"quantité.objet";"tombe_multiple";"sexe.defunt";"classe.age.defunt";"date_debut";"date_fin";"centre_chrono";"intervalle_personnalise";"groupe_cah";"diversite"
"516";"STL_T257";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"bébé";300;400;350;NA;"2";0
"517";"STL_T26";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";41;68;54,5;"1 - 100";"1";0
"518";"STL_T260";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;1;0;0;0;16;"non";"indéterminé";"enfant";-27;14;-6,5;"-75 - 1";"1";1
"519";"STL_T262";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;"oui";"indéterminé";"mixte (adulte + enfant)";14;37;25,5;"1 - 100";"1";0
"520";"STL_T262273";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"enfant";14;37;25,5;"1 - 100";"1";0
"521";"STL_T263";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;37;5;"1 - 100";"1";1
"522";"STL_T266";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"bébé";-27;200;86,5;"1 - 100";"1";1
"523";"STL_T267";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";-50;400;175;"100 - 300";"2";0
"524";"STL_T268";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;"oui";"indéterminé";"mixte (adulte + enfant)";14;37;25,5;"1 - 100";"1";1
"525";"STL_T269";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";-27;37;5;"1 - 100";"1";0
"526";"STL_T270";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";0
"527";"STL_T271";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"bébé";-50;400;175;"100 - 300";"2";0
"528";"STL_T274";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;12;"non";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";1
"529";"STL_T275";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";0
"530";"STL_T277";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"non";"indéterminé";"enfant";-27;37;5;"1 - 100";"1";0
"531";"STL_T27B";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";96;200;148;"100 - 300";"1";0
"532";"STL_T281";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;"non";"indéterminé";"enfant";-27;14;-6,5;"-75 - 1";"1";1
"533";"STL_T282";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;"non";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";1
"534";"STL_T283";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"oui";"indéterminé";"mixte (indéterminé)";-27;96;34,5;"1 - 100";"1";0
"535";"STL_T285";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;1;0;21;"non";"indéterminé";"enfant";14;68;41;"1 - 100";"1";1
"536";"STL_t286";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"enfant";-50;400;175;"100 - 300";"2";0
"537";"STL_T292";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";-50;400;175;"100 - 300";"2";0
"538";"STL_T293";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";0
"539";"STL_T294";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";1
"540";"STL_T295";"STL";"Gaule Narbonnaise";"Gaule du sud";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";1
"541";"STL_T296";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"542";"STL_T298";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";-50;400;175;"100 - 300";"2";0
"543";"STL_T299";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;"non";"masculin";"adulte";69;96;82,5;"1 - 100";"1";2
"544";"STL_T305";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";-27;70;21,5;"1 - 100";"1";0
"545";"STL_T307";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;"non";"indéterminé";"enfant";14;68;41;"1 - 100";"1";1
"546";"STL_T308";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;"non";"indéterminé";"adulte";41;68;54,5;"1 - 100";"1";1
"547";"STL_T309";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"enfant";-27;70;21,5;"1 - 100";"1";1
"548";"STL_T310";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";-50;400;175;"100 - 300";"2";0
"549";"STL_T314";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;"non";"indéterminé";"enfant";-27;14;-6,5;"-75 - 1";"1";1
"550";"STL_T315";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"non";"indéterminé";"enfant";-27;37;5;"1 - 100";"1";0
"551";"STL_T316";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"oui";"indéterminé";"enfant";-27;70;21,5;"1 - 100";"1";0
"552";"STL_T4";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"enfant";69;192;130,5;"100 - 300";"1";0
"553";"STL_T42";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"indéterminé";-27;96;34,5;"1 - 100";"1";0
"554";"STL_T43";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"enfant";41;68;54,5;"1 - 100";"1";0
"555";"STL_T46";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;"non";"indéterminé";"enfant";14;68;41;"1 - 100";"1";1
"556";"STL_T49";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;"oui";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";0
"557";"STL_T5";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";0
"558";"STL_T50";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"indéterminé";69;96;82,5;"1 - 100";"1";0
"559";"STL_T52";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";-50;400;175;"100 - 300";"2";0
"560";"STL_T56";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";0
"561";"STL_T57";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"non";"indéterminé";"adulte";-27;200;86,5;"1 - 100";"1";0
"562";"STL_T58";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;200;86,5;"1 - 100";"1";0
"563";"STL_T6";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;1;0;19;"oui";"indéterminé";"adulte";-27;37;5;"1 - 100";"1";1
"564";"STL_T60";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;47;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";1
"565";"STL_T61";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";69;96;82,5;"1 - 100";"1";0
"566";"STL_T62";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;24;"non";"indéterminé";"adulte";69;96;82,5;"1 - 100";"1";1
"567";"STL_T63";"STL";"Gaule Narbonnaise";"Gaule du sud";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";1
"568";"STL_T65";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"non";"indéterminé";"enfant";-27;70;21,5;"1 - 100";"1";0
"569";"STL_T66";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";0
"570";"STL_T67";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"adulte";69;192;130,5;"100 - 300";"1";0
"571";"STL_T6B";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;37;5;"1 - 100";"1";0
"572";"STL_T71";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;"non";"indéterminé";"adulte";14;68;41;"1 - 100";"1";1
"573";"STL_T72B";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"adulte";14;68;41;"1 - 100";"1";0
"574";"STL_T73";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";0
"575";"STL_T74";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";-27;70;21,5;"1 - 100";"1";0
"576";"STL_T75";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"adulte";-27;37;5;"1 - 100";"1";1
"577";"STL_T76";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";0
"578";"STL_T77";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;"non";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";0
"579";"STL_T78";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";96;200;148;"100 - 300";"1";0
"580";"STL_T8";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;"non";"indéterminé";"adulte";-27;70;21,5;"1 - 100";"1";1
"581";"STL_T80";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";-27;70;21,5;"1 - 100";"1";0
"582";"STL_T81";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"583";"STL_T82";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"584";"STL_T83";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;"non";"indéterminé";"indéterminé";-27;70;21,5;"1 - 100";"1";0
"585";"STL_T84";"STL";"Gaule Narbonnaise";"Gaule du sud";0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;"non";"indéterminé";"indéterminé";-27;37;5;"1 - 100";"1";1
"586";"STL_T85";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"enfant";69;235;152;"100 - 300";"1";0
"587";"STL_T86";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";-27;37;5;"1 - 100";"1";0
"588";"STL_T87";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;"non";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";1
"589";"STL_T88";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";0
"590";"STL_T89";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"non";"indéterminé";"enfant";14;68;41;"1 - 100";"1";0
"591";"STL_T92";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;"non";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";1
"592";"STL_T94B";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;16;"non";"indéterminé";"adulte";14;68;41;"1 - 100";"1";1
"593";"STL_T95";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"594";"STL_T97B";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"enfant";-27;70;21,5;"1 - 100";"1";0
"595";"PIG";"PIG";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;1;0;1;1;0;0;0;0;85;"non";"indéterminé";"indéterminé";1;100;50,5;"1 - 100";"1";4
"596";"MLM";"MLM";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;1;1;0;1;0;1;0;0;0;15;"non";"indéterminé";"indéterminé";1;100;50,5;"1 - 100";"1";5
