ID;site_abbreviation;zone_geo;fonction_nom;obj_nom;nouvelle_categorie;obj_nmi;materiau_nom;depot_nom;obj_remarque;typeSep_nom;defunt_genre;defunt_age;defunt_classe_age;phase_date_debut;phase_date_fin;province_nom;us_nom;obj_typologie;obj_longueur;obj_hauteur
121;NIMJJ;Gaule du sud;indéterminé;talisman ?;indéterminé;1;pierre;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;;adulte;25;75;Gaule Narbonnaise;SP1380, US 1424;;3,8;3,2
122;NIMJJ;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;;adulte;1;200;Gaule Narbonnaise;SP1395;;;
123;NIMJJ;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;;adulte;1;200;Gaule Narbonnaise;SP1395;;;
124;RICH;Gaule du sud;toilette, hygiène;miroir;miroir;2;alliage cuivreux;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;;adulte;130;199;Gaule Narbonnaise;US 2008, INC 1;Lloyd-Morgan 1981, type Z;max. act. 69,5;
125;RICH;Gaule du sud;toilette, hygiène;petite boîte ?;petite boite ou pyxide;1;alliage cuivreux;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;;adulte;130;199;Gaule Narbonnaise;US 2067, INC 1;;act. 8;
126;RICH;Gaule du sud;ameublement;élément de placage;ameublement;1;alliage cuivreux;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;;adulte;130;199;Gaule Narbonnaise;US 2003, INC 1;;act. 14;
127;RICH;Gaule du sud;divers;douille;divers;1;fer;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;;adulte;130;199;Gaule Narbonnaise;US 2003, INC 1;;act. 40;
128;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;;adulte;130;199;Gaule Narbonnaise;US 2024, INC 1;;act. 22;
129;RICH;Gaule du sud;divers;anneau;divers;1;fer;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;;adulte;130;199;Gaule Narbonnaise;US 2024, INC 1;;act. 19;
130;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;;adulte;130;199;Gaule Narbonnaise;US 2065, INC 1;;act. 18;
131;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;;adulte;130;199;Gaule Narbonnaise;US 2067, INC 1;;max. act. 31;
132;RICH;Gaule du sud;indéterminé;objet indéterminé;indéterminé;1;fer;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;;adulte;130;199;Gaule Narbonnaise;US 2075, INC 1;;;
133;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;;adulte;130;199;Gaule Narbonnaise;US 2112, INC 1;;;
134;RICH;Gaule du sud;travail du textile;quenouille;travail du textile;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;act. 163;
135;RICH;Gaule du sud;toilette, hygiène;miroir;miroir;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;Lloyd-Morgan 1981, type Ra;act. 70;
136;RICH;Gaule du sud;ameublement;clou décoratif;ameublement;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;act. 15;
137;RICH;Gaule du sud;ameublement;protège-serrure;ameublement;2;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;max 28,5;
138;RICH;Gaule du sud;ameublement;clou décoratif;ameublement;2;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;max. act. 15;
139;RICH;Gaule du sud;ameublement;clou décoratif;ameublement;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;act. 8;
140;RICH;Gaule du sud;toilette, hygiène;plaquage ?;petite boite ou pyxide;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
141;RICH;Gaule du sud;ameublement;charnière;ameublement;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;;25
142;RICH;Gaule du sud;ameublement;charnière;ameublement;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;act. 27;
143;RICH;Gaule du sud;ameublement;charnière;ameublement;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;act. 66;
144;RICH;Gaule du sud;ameublement;charnière;ameublement;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;act. 24;
145;RICH;Gaule du sud;ameublement;charnière;ameublement;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;act. 19;
146;RICH;Gaule du sud;ameublement;charnière;ameublement;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;act. 58;
147;RICH;Gaule du sud;indéterminé;objet indéterminé;indéterminé;0;alliage cuivreux, fer;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;act. 50;
148;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;act. 30;
149;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;act. 13;
150;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;act. 18;
151;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;act. 13;
152;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;max. act. 13;
153;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;act. protège-serrure 21;
154;RICH;Gaule du sud;indéterminé;objet indéterminé;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;act. 11;
155;RICH;Gaule du sud;indéterminé;objet indéterminé;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;max. act. 10;
156;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;act. 4;
157;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
158;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
159;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
160;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
161;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
162;RICH;Gaule du sud;indéterminé;objet indéterminé;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;max. act. 18;
163;RICH;Gaule du sud;indéterminé;objet indéterminé;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
164;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
165;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
166;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
167;RICH;Gaule du sud;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
168;RICH;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;;adulte;130;199;Gaule Narbonnaise;INC 1;Loeschcke IXb;;
169;RICH;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;130;199;Gaule Narbonnaise;INC 13;Loeschcke IXb;;
170;RICH;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;;adulte;150;250;Gaule Narbonnaise;INC 10;Loeschcke VIII;;
171;SPTC;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt secondaire incertain;;crémation secondaire en fosse;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 39;;;
172;SPTC;Gaule du sud;écriture;stylet;intrument écriture sur cire;1;fer;dépôt secondaire incertain;;crémation secondaire en fosse;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 39;;act. 109;
173;SPTC;Gaule du sud;indéterminé;alène ?;indéterminé;1;fer;dépôt secondaire incertain;;crémation secondaire en fosse;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 39;;act. 157;
174;SPTC;Gaule du sud;funéraire;urne;urne;1;pierre;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 44;;;act. 170
175;SPTC;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 44;;;
176;SPTC;Gaule du sud;commerce, échanges;bouteille;bouteille;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 44;Isings 1957, type 50a;;75
177;SPTC;Gaule du sud;ameublement;crampon à anneau;ameublement;1;alliage cuivreux, fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 44;;;
178;SPTC;Gaule du sud;funéraire;urne;urne;1;verre;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;155
179;SPTC;Gaule du sud;funéraire;couvercle d'urne;urne;1;verre;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 66a;;38
180;SPTC;Gaule du sud;boisson;cruche;récipient à boire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 15;;135
181;SPTC;Gaule du sud;boisson;cruche;récipient à boire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 15;;179
182;SPTC;Gaule du sud;boisson;cruche;récipient à boire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 15;;
183;SPTC;Gaule du sud;boisson;coupe;récipient à boire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 3b;;58
184;SPTC;Gaule du sud;boisson;coupe;récipient à boire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 17;;59
185;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 26a;;78
186;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 26a;;
187;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 8/28a;;
188;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 8/28a;;80
189;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 8;;98
190;SPTC;Gaule du sud;toilette, hygiène;pyxide;petite boite ou pyxide;1;os;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Béal, Feugère 1983, type 1a;;28,3
191;SPTC;Gaule du sud;toilette, hygiène;miroir;miroir;1;alliage cuivreux;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Lloyd-Morgan 1981, groupe A;143;
192;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 8;;
193;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;
194;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;
195;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;
196;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;
197;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 8;;
198;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;
199;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;
200;SPTC;Gaule du sud;indéterminé;balsamaire ?;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;
201;SPTC;Gaule du sud;jeu, comptage;jeton;élément de jeu;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Béal 1983, type A.XXXIII.6;;
202;SPTC;Gaule du sud;indéterminé;tige;indéterminé;0;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;17,3;
203;SPTC;Gaule du sud;indéterminé;charnière ?;indéterminé;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;19,5
204;SPTC;Gaule du sud;ameublement;élément de serrure;ameublement;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;17,3
205;SPTC;Gaule du sud;ameublement;élément de serrure;ameublement;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;15,8;
206;SPTC;Gaule du sud;indéterminé;placage ?;indéterminé;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;17
207;SPTC;Gaule du sud;toilette, hygiène;anse de miroir;miroir;1;alliage cuivreux;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Lloyd-Morgan 1981, groupe Rd;43,5;
208;SPTC;Gaule du sud;ameublement;crampon à anneau;ameublement;1;alliage cuivreux, fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;35;
209;SPTC;Gaule du sud;ameublement;crampon à anneau;ameublement;1;fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;41;
210;SPTC;Gaule du sud;travail du textile;peigne à laine;travail du textile;1;fer;mobilier résiduel;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;
211;SPTC;Gaule du sud;indéterminé;objet indéterminé;indéterminé;0;fer;mobilier résiduel;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;30;
212;SPTC;Gaule du sud;boisson;gobelet;récipient à boire;1;verre;dépôt secondaire incertain;;crémation secondaire en fosse;indéterminé;;adulte;15;100;Gaule Narbonnaise;tombe 47;Isings 1957, type 12;;
213;SPTC;Gaule du sud;boisson;coupe;récipient à boire;1;verre;mobilier résiduel;;crémation secondaire en fosse;indéterminé;;adulte;15;100;Gaule Narbonnaise;tombe 47;Isings 1957, type 3b;;
214;SPTC;Gaule du sud;jeu, comptage;jeton;élément de jeu;1;pierre;mobilier résiduel;;crémation secondaire en fosse;indéterminé;;adulte;15;100;Gaule Narbonnaise;tombe 47;;;
215;SPTC;Gaule du sud;stockage;pot;récipient de stockage;1;verre;dépôt secondaire incertain;;crémation secondaire avec amas osseux;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 16;;;78
216;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire avec amas osseux;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 16;Isings 1957, type 8;;118
